ID;Kisten_Nr_KA;Kategorie;Snr;Schicht;Feld;x1;x2;y1;y2;Vq;entsorgt_annuliert;Fehlt;Fknr_FuL;Laufnr;Ausgewertet_AUSW_B;Kategorie_St_AUSW_B;Fragment_St_AUSW_B;Art_Fragment_St_AUSW_B;Gewicht_St_AUSW_B;Groesste_Laenge_St_AUSW_B;Groesste_Dicke_St_AUSW_B;Groesste_Breite_St_AUSW_B;Breite_1Viertel_St_AUSW_B;Breite_2Viertel_St_AUSW_B;Breite_3Viertel_St_AUSW_B;Dicke_1Viertel_St_AUSW_B;Dicke_2Viertel_St_AUSW_B;Dicke_3Viertel_St_AUSW_B;Laengssymmetrie_St_AUSW_B;Schneidensymmetrie_St_AUSW_B;BreitseitenBearbeit_Nackenflaeche_St_AUSW_B;NackenBearbeit_St_AUSW_B;SchmalseitenBearbeit_St_AUSW_B;Woelbung_Schmalseite_St_AUSW_B;Woelbung_Breitseite_St_AUSW_B;Nackenflaeche_St_AUSW_B;Gestein_St_AUSW_B;Anzahl_Saegeschnitt_St_AUSW_B;Tiefe_Saegeschnitt_St_AUSW_B;Vorpickung_B_St_AUSW_B;Hirschfassung_St_AUSW_B;Brand_St_AUSW_B;Bemerkung_St_AUSW_B;Gruppe_St_AUSW_B;Laenge_Gewicht_Index_St_AUSW_B;Breiten_Dicken_Index;Tangens_Nackenwinkel_St_AUSW_B;Mass_Schneidewinkel;Tangens_Breitseiten_Nackenwinkel_St_AUSW_B;Position_Saegeschnitt_St_AUSW_B;Saegeflaechenbreite_St_AUSW_B;Tipp_Gruppe_ST_AUSW_B;Schaeftungsspur_St_AUSW_B
137;15778;Beil;406;13;9;487;0;139;0;b;FALSCH;FALSCH;567;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
459;15778;;406;13;9;488;0;139;0;c;FALSCH;FALSCH;570;4;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
472;15778;Rohstoff;406;13;9;487;0;139;0;a;FALSCH;FALSCH;574;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
1963;15778;Beil;404;>14;15;490;0;138;0;d;FALSCH;FALSCH;592;1;j;a;-;0;32;42.0;15.0;30.0;25.0;27.0;29.0;12.5;15.5;12.5;1;2;e;e;e;1;1;a;c;0;-;-;-;-;starker Rückschliff;-;0;0;0;0;0;-;0;3M;-
632;15778;;40;13;11;500;0;154;0;a;FALSCH;FALSCH;609;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
629;15778;;604;13;11;500;0;155;0;c;FALSCH;FALSCH;614;3;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
630;15778;Rohstoff;604;13;11;500;0;155;0;c;FALSCH;FALSCH;614;4;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
622;15778;;26;0.12;11;500;0;156;0;d;FALSCH;FALSCH;621;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
1148;15778;Abschlag;42;13;14;501;0;156;0;b;FALSCH;FALSCH;646;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
847;15778;;25;10;14;501;0;154;0;a;FALSCH;FALSCH;650;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
1109;15778;Beil;41;13;14;501;0;154;0;d;FALSCH;FALSCH;658;1;j;c;-;0;133;87.0;22.0;37.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;b;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
1111;15778;;42;13;14;501;0;155;0;b;FALSCH;FALSCH;661;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
621;15778;Abschlag;216;13;6;493;0;144;0;d;FALSCH;FALSCH;701;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
627;15778;Abschlag;205;13;6;493;0;144;0;c;FALSCH;FALSCH;702;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
592;15778;Abschlag;205;13;6;493;0;144;0;c;FALSCH;FALSCH;703;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
593;15778;Abschlag;205;13;6;493;0;144;0;c;FALSCH;FALSCH;703;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
634;15778;Beil;205;13;6;488;0;144;0;c;FALSCH;FALSCH;704;1;j;a;j;2;163;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;a;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3A;-
470;15778;Läufer;205;13;6;489;0;144;0;d;FALSCH;FALSCH;705;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
145;15778;Läufer;205;13;6;489;0;144;0;c;FALSCH;FALSCH;706;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
838;15778;Schleifstein;203;10;13;491;0;146;0;c;FALSCH;FALSCH;727;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
852;15779;Beil;217;13;13;489;0;146;0;d;FALSCH;FALSCH;747;1;j;a;-;0;59;61.0;16.0;38.0;29.0;34.0;37.0;14.0;16.0;14.0;1;1;d;e;e;1;1;-;a;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3E;-
853;15779;Rohstoff;216;13;13;489;0;146;0;b;FALSCH;FALSCH;749;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
1110;15779;Beil;205;13;13;489;0;146;0;c;FALSCH;FALSCH;760;1;j;a;-;0;112;86.0;19.5;42.0;35.0;38.0;41.0;16.0;20.0;16.0;1;0;d;e;e;1;1;a;a;0;-;-;-;-;Nacken Wasserpatina;-;0;0;0;0;0;-;0;3B;-
1128;15779;Schleifstein;205;13;13;488;0;146;0;b;FALSCH;FALSCH;770;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
1145;15779;Schleifstein;205;13;13;490;0;146;0;a;FALSCH;FALSCH;773;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
1146;15779;Rohstoff;205;13;13;490;0;146;0;a;FALSCH;FALSCH;773;3;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
1142;15779;Rohstoff;205;13;13;490;0;146;0;b;FALSCH;FALSCH;776;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
1143;15779;Rohstoff;205;13;13;490;0;146;0;b;FALSCH;FALSCH;776;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
1748;15779;;205;13;13;490;0;146;0;c;FALSCH;FALSCH;779;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
1374;15779;Rohstoff;203;10;16;492;0;143;0;a;FALSCH;FALSCH;787;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
849;15779;Sägeschnitt;608;10;12;490;0;141;0;b;FALSCH;FALSCH;902;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
845;15779;Beil;609;0.14;12;488;0;141;0;c;FALSCH;FALSCH;905;1;j;a;j;1;112;0.0;23.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;i;0;-;-;-;-;Tonschiefer, SK?;-;0;0;0;0;0;-;0;3B;-
843;15779;;7;;12;487;0;141;0;a;FALSCH;FALSCH;909;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
844;15779;;7;;12;487;0;141;0;a;FALSCH;FALSCH;909;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
874;15779;Rohstoff;612;13;12;488;0;141;0;a;FALSCH;FALSCH;930;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
1100;15779;Beil;612;13;12;488;0;141;0;b;FALSCH;FALSCH;938;2;j;a;-;0;57;64.0;14.5;38.0;28.0;33.0;36.5;12.0;14.0;13.0;1;1;e;e;e;1;1;a;a;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3E;-
1108;15779;Beil;614;13;12;493;0;141;0;a;FALSCH;FALSCH;951;2;j;a;-;0;144;89.0;22.0;41.5;39.0;40.5;41.5;20.0;22.0;19.5;2;1;d;d;d;3;1;b;a;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3C;-
1112;15779;Rohstoff;614;13;12;488;0;141;0;a;FALSCH;FALSCH;958;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
1115;15779;Rohstoff;614;13;12;488;0;141;0;a;FALSCH;FALSCH;958;4;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
1119;15779;;614;13;12;488;0;141;0;a;FALSCH;FALSCH;958;8;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
1126;15779;Schleifstein;614;13;12;487;0;141;0;d;FALSCH;FALSCH;962;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
1141;15779;Schleifstein;615;13;12;489;0;141;0;a;FALSCH;FALSCH;967;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
1133;15779;Rohstoff;6;;12;488;0;141;0;d;FALSCH;FALSCH;976;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
1277;15779;Schleifstein;616;0.12;12;490;0;141;0;a;FALSCH;FALSCH;991;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
2123;15779;Beil;615;13;12;489;0;141;0;a;FALSCH;FALSCH;992;2;j;a;-;0;55;59.0;16.0;38.0;30.0;32.0;36.0;13.0;15.0;13.5;1;2;e;e;e;1;1;a;a;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3E;-
1127;15779;Beil;423;>13;15;489;0;138;0;c;FALSCH;FALSCH;1008;2;j;a;-;0;66;72.0;15.0;32.0;28.0;30.0;32.0;15.0;15.0;13.0;1;2;e;e;d;2;1;a;c;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
1427;15779;Beil;406;13;15;493;0;138;0;c;FALSCH;FALSCH;1021;1;j;a;-;0;151;98.0;20.0;43.0;34.0;39.0;42.0;17.0;20.0;19.0;2;1;c;c;d;3;1;c;b;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3C;-
1333;15779;Beil;405;13;15;492;0;138;0;b;FALSCH;FALSCH;1030;1;j;a;j;3;115;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3D;-
1125;15779;Beil;423;>13;15;489;0;138;0;d;FALSCH;FALSCH;1032;1;j;a;j;1;158;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;c;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3B;-
1415;15779;Sägeschnitt;406;13;15;489;0;138;0;c;FALSCH;FALSCH;1058;3;j;d;j;0;1987;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;b;2;"1=8;2=5";1=8;-;-;Vorpickung flächig;-;0;0;0;0;0;-;0;-;-
1411;15779;;406;13;15;492;0;138;0;c;FALSCH;FALSCH;1060;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
1432;15779;;406;13;15;488;0;138;0;b;FALSCH;FALSCH;1068;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
1471;15779;Schleifstein;406;13;15;492;0;138;0;a;FALSCH;FALSCH;1071;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
1698;15779;Beil;403;10;20;487;0;137;0;-;FALSCH;FALSCH;1080;1;j;a;-;0;61;65.0;16.0;32.0;30.0;31.0;32.0;15.5;16.0;13.0;1;0;e;b;e;2;1;a;c;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3D;-
1911;15779;Beil;405;13;20;489;0;137;0;-;FALSCH;FALSCH;1082;1;j;a;-;0;85;75.0;18.0;37.0;36.0;36.0;36.0;17.0;18.0;13.0;1;2;e;c;c;2;3;a;b;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
1778;15779;Klopfstein;406;13;20;491;0;137;0;-;FALSCH;FALSCH;1087;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
1765;15779;Beil;406;13;20;489;0;137;0;-;FALSCH;FALSCH;1092;1;j;a;-;0;28;50.0;11.5;30.5;25.5;27.0;29.0;9.5;11.0;10.0;1;1;e;b;e;1;1;a;a;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3I;-
2118;15779;Beil;22;13;23;502;0;158;0;-;FALSCH;FALSCH;1098;1;j;a;j;1;105;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;n;0;-;-;-;-;Taveyannazsandstein?;-;0;0;0;0;0;-;0;3B;-
1124;15779;Beil;621;13;12;493;0;141;0;b;FALSCH;FALSCH;1104;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
1131;15779;Beil;615;13;12;489;0;141;0;b;FALSCH;FALSCH;1106;1;j;a;-;0;86;68.0;18.0;40.5;34.0;36.5;39.0;14.0;18.0;14.0;1;1;d;d;d;1;1;a;a;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3E;-
1130;15779;;615;13;12;489;0;141;0;b;FALSCH;FALSCH;1106;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
1132;15779;;615;13;12;489;0;141;0;b;FALSCH;FALSCH;1106;3;j;f;-;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;c;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
1135;15780;;623;13;12;493;0;141;0;a;FALSCH;FALSCH;1109;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
1136;15780;;623;13;12;493;0;141;0;a;FALSCH;FALSCH;1109;3;j;f;-;0;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;c;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
1137;15780;;623;13;12;493;0;141;0;a;FALSCH;FALSCH;1109;4;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
1129;15780;Beil;615;13;12;489;0;141;0;c;FALSCH;FALSCH;1110;1;j;a;j;3;171;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;c;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
1276;15780;;7;;12;489;0;141;0;c;FALSCH;FALSCH;1114;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
1293;15780;Rohstoff;7;;12;487;0;141;0;b;FALSCH;FALSCH;1116;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
2341;15780;Rohling;623;13;12;492;0;141;0;d;FALSCH;FALSCH;1117;1;j;c;j;3;75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;c;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
2345;15780;Beil;623;13;12;492;0;141;0;d;FALSCH;FALSCH;1117;4;j;f;-;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;c;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
2346;15780;Beil;623;13;12;492;0;141;0;d;FALSCH;FALSCH;1117;5;j;f;-;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;c;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
2347;15780;;623;13;12;492;0;141;0;d;FALSCH;FALSCH;1117;6;j;c;j;3;19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;c;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
2348;15780;;623;13;12;492;0;141;0;d;FALSCH;FALSCH;1117;7;j;f;-;0;19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;o;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
2349;15780;Klopfstein;623;13;12;492;0;141;0;d;FALSCH;FALSCH;1117;8;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
1301;15780;Beil;620;13;12;492;0;141;0;a;FALSCH;FALSCH;1123;1;j;a;-;0;26;47.0;10.0;31.0;30.0;31.0;30.5;10.0;9.5;8.0;1;1;e;b;e;1;1;a;o;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3K;-
1302;15780;;620;13;12;492;0;141;0;a;FALSCH;FALSCH;1123;2;j;f;-;0;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;o;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
1303;15780;;620;13;12;492;0;141;0;a;FALSCH;FALSCH;1123;3;j;f;-;0;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;o;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
1304;15780;;620;13;12;492;0;141;0;a;FALSCH;FALSCH;1123;4;j;f;-;0;43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;o;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
1305;15780;;620;13;12;492;0;141;0;a;FALSCH;FALSCH;1123;5;j;f;-;0;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;o;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
1306;15780;;620;13;12;492;0;141;0;a;FALSCH;FALSCH;1123;6;j;f;-;0;16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;o;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
1307;15780;;620;13;12;492;0;141;0;a;FALSCH;FALSCH;1123;7;j;f;-;0;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;o;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
1308;15780;Klopfstein;620;13;12;492;0;141;0;a;FALSCH;FALSCH;1123;8;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
1296;15780;Beil;620;13;12;492;0;141;0;b;FALSCH;FALSCH;1124;1;j;a;j;1;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;o;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
1297;15780;;620;13;12;492;0;141;0;b;FALSCH;FALSCH;1124;2;j;f;-;0;14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;o;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
1292;15780;;620;13;12;492;0;141;0;c;FALSCH;FALSCH;1127;2;j;f;-;0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;o;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
1317;15780;;620;13;12;493;0;141;0;a;FALSCH;FALSCH;1128;3;j;f;-;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;o;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
1318;15780;Beil;620;13;12;493;0;141;0;a;FALSCH;FALSCH;1128;4;j;d;-;0;257;121.0;25.0;45.0;39.0;44.0;45.0;23.5;25.0;20.5;1;0;e;b;e;1;1;a;o;0;-;-;-;-;gepickt;-;0;0;0;0;0;-;0;-;-
1313;15780;;620;13;12;493;0;141;0;c;FALSCH;FALSCH;1131;1;j;f;-;0;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;o;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
1357;15780;Beil;615;13;12;492;0;141;0;a;FALSCH;FALSCH;1133;1;j;a;-;0;14;53.0;7.0;24.0;20.0;22.0;23.0;6.5;7.0;6.0;1;1;d;-;e;1;1;b;c;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3L;-
1362;15780;;615;13;12;493;0;141;0;b;FALSCH;FALSCH;1136;3;j;f;-;0;26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;o;0;-;-;-;-;Sinter;-;0;0;0;0;0;-;0;-;-
1351;15780;;615;13;12;492;0;141;0;b;FALSCH;FALSCH;1137;2;j;f;-;0;111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;o;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
1354;15780;Beil;615;13;12;493;0;141;0;c;FALSCH;FALSCH;1139;1;j;a;-;0;209;168.0;23.0;43.0;38.0;42.0;39.0;18.0;22.0;19.0;1;0;c;e;d;2;1;a;c;0;-;-;-;-;BS überpickt;-;0;0;0;0;0;-;0;3A;-
1355;15780;;615;13;12;493;0;141;0;c;FALSCH;FALSCH;1139;2;j;d;-;0;98;85.0;17.0;40.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;e;b;b;1;1;a;o;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
1344;15780;Beil;615;13;12;491;0;141;0;d;FALSCH;FALSCH;1141;1;j;a;j;2;45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;a;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3I;-
